speaker_id,place,sex,age_group,dialect_region,fg_dialect_region,latitude,longitude
narvik_02uk,Narvik,F,A,north,Nordlandsk,69.0639754,18.5096004
nes_03gm,Nes,M,B,east,Midlandsk,60.1705037,11.4551179
nes_02uk,Nes,F,A,east,Østlandsk,60.1705037,11.4551179
nissedal_04gk,Nissedal,F,B,east,Sørlandsk,59.0497365,8.5280135
oppdal_01um,Oppdal,M,A,mid,Østtrøndsk,62.5351785,9.6233763
oppdal_03gm,Oppdal,M,B,mid,Østtrøndsk,62.5351785,9.6233763
dalsbygda_02uk,Os,F,A,east,Østlandsk,62.4151857,11.4096629
dalsbygda_04gk,Os,F,B,east,Sørvestlandsk,62.4151857,11.4096629
lakselv_03gm,Porsanger,M,B,north,Troms-Finnmarks-mål,70.2331268,25.1993945
rauma_04gk,Rauma,F,B,west,Nordvestlandsk,62.4454746,7.6883586
brekkom_01um,Ringebu,M,A,east,Midlandsk,61.5572191,10.3649275
rollag_02uk,Rollag,F,A,east,Midlandsk,60.0156726,9.2080743
roemskog_03gm,Rømskog,M,B,east,Østlandsk,59.7492558,11.8128562
roeros_04gk,Røros,F,B,mid,Østtrøndsk,62.5695151,11.6604412
selbu_01um,Selbu,M,A,mid,Østtrøndsk,63.1754254,11.1596265
medby_74,Senja,F,A,north,Troms-Finnmarks-mål,69.3865567,17.5147192
botnhamn_06,Senja,M,B,north,Troms-Finnmarks-mål,69.3865567,17.5147192
mefjordvaer_20,Senja,F,B,north,Troms-Finnmarks-mål,69.3865567,17.5147192
sirdal_03gm,Sirdal,M,B,west,Sørvestlandsk,58.8454,6.8221129
sokndal_04gk,Sokndal,F,B,west,Sørvestlandsk,58.2461254,6.1595656
stange_06uk,Stange,F,A,east,Østlandsk,60.6244351,11.3831208
stavanger_02uk,Stavanger,F,A,west,Sørvestlandsk,58.9699675,5.7318101
steigen_03gm,Steigen,M,B,north,Nordlandsk,67.8535836,14.8017083
stranda_04gk,Stranda,F,B,west,Nordvestlandsk,64.4725477,11.4464028
stryn_01um,Stryn,M,A,west,Nordvestlandsk,61.8218058,6.8029685
suldal_02uk,Suldal,F,A,west,Sørvestlandsk,59.5432754,6.5569344
surnadal_19,Surnadal,M,B,mid,Uttrøndersk,63.0020446,8.9958386
soemna_04gk,Sømna,F,B,north,Helgelandsk,65.3597065,12.2236796
kirkenes_01um,Sør-Varanger,M,A,north,Troms-Finnmarks-mål,69.5375661,29.7261372
tana_02uk,Tana,F,A,north,Troms-Finnmarks-mål,70.2823342,27.8913272
time_03gm,Time,M,B,west,Sørvestlandsk,58.7074226,5.7512222
tinn_04gk,Tinn,F,B,east,Midlandsk,59.9752133,8.5860193
tromsoe_01um,Tromsø,M,A,north,Troms-Finnmarks-mål,69.6516345,18.9558585
trondheim_02uk,Trondheim,F,A,mid,Østtrøndsk,63.4304475,10.3952118
trysil_03gm,Trysil,M,B,east,Østlandsk,61.3561476,12.3670225
heroeyMR_04gk,Ulstein,F,B,west,Nordvestlandsk,62.3637808,5.828636
valle_01um,Valle,M,A,east,Sørlandsk,59.1690716,7.4247694
vang_02uk,Vang,F,A,east,Midlandsk,61.1922086,8.4695189
vardoe_03gm,Vardø,M,B,north,Troms-Finnmarks-mål,70.3308158,30.9618205
vegaarshei_04gk,Vegårshei,F,B,east,Sørlandsk,58.755369,8.82343
vennesla_01um,Vennesla,M,A,west,Sørlandsk,58.3398618,7.7707903
stamsund_03gm,Vestvågøy,M,B,north,Nordlandsk,68.1607217,13.784107
vinje_08gk,Vinje,F,B,east,Midlandsk,59.8071383,7.7137703
volda_01um,Volda,M,A,west,Nordvestlandsk,62.0803797,6.2744108
voss_02uk,Voss,F,A,west,Sørvestlandsk,60.6837067,6.4079051
stokkoeya_29,Åfjord,M,B,mid,Uttrøndersk,64.0835634,10.2199077
aal_04gk,Ål,F,B,east,Midlandsk,60.6972655,8.5037405
rena_01um,Åmot,M,A,east,Østlandsk,61.261178,11.6052056
aaseral_02uk,Åseral,F,A,west,Sørvestlandsk,58.6845227,7.3948677
myre_03gm,Øksnes,M,B,north,Nordlandsk,69.5244952,20.7497993
skreia_04gk,Østre Toten,F,B,east,Østlandsk,60.6228265,10.90942
darbu_01um,Øvre Eiker,M,A,east,Østlandsk,59.7441709,9.8412147
