speaker_id,place,sex,age_group,dialect_region,fg_dialect_region,latitude,longitude
stranda_01um,Stranda,M,A,west,Nordvestlandsk,64.4725477,11.4464028
stryn_02uk,Stryn,F,A,west,Nordvestlandsk,61.8218058,6.8029685
suldal_03gm,Suldal,M,B,west,Sørvestlandsk,59.5432754,6.5569344
surnadal_18,Surnadal,M,B,mid,Uttrøndersk,63.0020446,8.9958386
soemna_01um,Sømna,M,A,north,Helgelandsk,65.3597065,12.2236796
kirkenes_02uk,Sør-Varanger,F,A,north,Troms-Finnmarks-mål,69.5375661,29.7261372
tana_03gm,Tana,M,B,north,Troms-Finnmarks-mål,70.2823342,27.8913272
time_04gk,Time,F,B,west,Sørvestlandsk,58.7074226,5.7512222
tinn_01um,Tinn,M,A,east,Midlandsk,59.9752133,8.5860193
tromsoe_02uk,Tromsø,F,A,north,Troms-Finnmarks-mål,69.6516345,18.9558585
trondheim_03gm,Trondheim,M,B,mid,Østtrøndsk,63.4304475,10.3952118
trysil_04gk,Trysil,F,B,east,Østlandsk,61.3561476,12.3670225
heroeyMR_01um,Ulstein,M,A,west,Nordvestlandsk,62.3637808,5.828636
valle_02uk,Valle,F,A,east,Sørlandsk,59.1690716,7.4247694
vang_03gm,Vang,M,B,east,Midlandsk,61.1922086,8.4695189
vardoe_04gk,Vardø,F,B,north,Troms-Finnmarks-mål,70.3308158,30.9618205
vegaarshei_01um,Vegårshei,M,A,east,Sørlandsk,58.755369,8.82343
vennesla_02uk,Vennesla,F,A,west,Sørlandsk,58.3398618,7.7707903
stamsund_04gk,Vestvågøy,F,B,north,Nordlandsk,68.1607217,13.784107
vinje_05um,Vinje,M,A,east,Midlandsk,59.8071383,7.7137703
volda_02uk,Volda,F,A,west,Nordvestlandsk,62.0803797,6.2744108
voss_03gm,Voss,M,B,west,Sørvestlandsk,60.6837067,6.4079051
stokkoeya_24,Åfjord,F,B,mid,Uttrøndersk,64.0835634,10.2199077
aal_01um,Ål,M,A,east,Midlandsk,60.6972655,8.5037405
rena_02uk,Åmot,F,A,east,Østlandsk,61.261178,11.6052056
aaseral_03gm,Åseral,M,B,west,Sørvestlandsk,58.6845227,7.3948677
myre_04gk,Øksnes,F,B,north,Nordlandsk,69.5244952,20.7497993
skreia_01um,Østre Toten,M,A,east,Østlandsk,60.6228265,10.90942
darbu_02uk,Øvre Eiker,F,A,east,Østlandsk,59.7441709,9.8412147
